"CCYYS"	"CSN"	"UNQ"	"FOS"	"CNBR"	"TPC"	"TITLE"	"CANC"	"INC"	"INST NAME"	"INST EID"	"ANCL"	"CLMT"	"SEATS TKN"	"12THDAY"	"TOT ANCL"	"TOT CLMT"	"TOT SEATS TKN"	"TOT 12THDAY"	"TYPE"	"MODE"	"PGM CODE"	"FLAGS"	"#XLISTGS"	"XLISTG INFO"	"SM-AS HM"	"M-SEC HM"	"#TL"	"DAYS1"	"FROM T1"	"TO T1"	"BLDG1"	"RM1"	"CAP1"	"GPC1"	"TL NOTES 1"	"DAYS2"	"FROM T2"	"TO T2"	"BLDG2"	"RM2"	"CAP2"	"GPC2"	"TL NOTES 2"	"DAYS3"	"FROM T3"	"TO T3"	"BLDG3"	"RM3"	"CAP3"	"GPC3"	"TL NOTES 3"	"STD1"	"STD2"	"STD3"	"STD4"	"STD5"	"STD6"	"STD7"	"STD8"	"STD9"	"STD10"	"STD11"	"STD12"	"STD13"	"STD14"	"STD15"	"STD16"	"STD17"	"STD18"	"SCH COMM"	"DEPT COMM"	"LUPD T"	"LUPD ID"	"DATA CHECK"
20152	109921	51895	"C S"	" 439"		"PRINCIPLES OF COMPUTER SYS-C S"			"RELLERMEYER, J"	"jsr2646"	40	30	0	0	124	120	0	0	"LECTURE"	"FACEFACE"			3	"51880 C S  439 (MS); 51885 C S  439 (MS); 51890 C S  439 (MS); 51895 C S  439;"		51890	2	"TTH"	"4:00 pm"	"6:00 pm"	"GDC"	2.216	198	"X"		"F"	"9:00 am"	"11:00 am"	"PHR"	2.114	57	"X"							0																							"10/24/2014"	"NRNW0291"	"#"
20152	109922	51890	"C S"	" 439"		"PRINCIPLES OF COMPUTER SYS-C S"			"RELLERMEYER, J"	"jsr2646"	24	30	0	0	124	120	0	0	"LECTURE"	"FACEFACE"			3	"51880 C S  439 (MS); 51885 C S  439 (MS); 51890 C S  439; 51895 C S  439 (MS);"		51890	2	"TTH"	"4:00 pm"	"6:00 pm"	"GDC"	2.216	198	"X"		"TH"	"9:00 am"	"11:00 am"	"GDC"	2.21	34	"X"							0																							"10/24/2014"	"NRNW0291"	"#"
20152	109923	51900	"C S"	" 341"		"AUTOMATA THEORY"	"A"	"I"	"RICH, E"	"richea"	64	0	0	0	64	0	0	0	"LECTURE"	"FACEFACE"			0				1	"TTH"	"11:00 am"	"12:30 pm"	"WAG"	420	75	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	109925	51905	"C S"	" 342C"		"COMPUTATIONAL BRAIN"			"BALLARD, D"	"dhb275"	30	30	0	0	30	30	0	0	"LECTURE"	"FACEFACE"		"WRITCRSE"	0				1	"MW"	"2:00 pm"	"3:30 pm"	"GDC"	4.302	48	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	109926	51910	"C S"	" 343H"		"ARTIFICIAL INTELLIGENCE: HON"			"STONE, P"	"phstone"	44	40	0	0	44	40	0	0	"LECTURE"	"FACEFACE"			0				1	"TTH"	"9:30 am"	"11:00 am"	"GDC"	4.302	48	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	109927	51915	"C S"	" 345"		"PROGRAMMING LANGUAGES"			"COOK, W"	"wrc225"	62	55	0	0	62	55	0	0	"LECTURE"	"FACEFACE"			0				1	"MW"	"9:30 am"	"11:00 am"	"GDC"	5.302	62	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	113953	51920	"C S"	" 346"		"CRYPTOGRAPHY"			"WATERS, B"	"bw7557"	50	45	0	0	50	45	0	0	"LECTURE"	"FACEFACE"			0				1	"MW"	"11:00 am"	"12:30 pm"	"GDC"	1.304	81	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	109928	51925	"C S"	" 347"		"DATA MANAGEMENT"			"CANNATA, P"	"pec76"	104	105	0	0	104	105	0	0	"LECTURE"	"FACEFACE"			0				1	"MW"	"4:00 pm"	"5:30 pm"	"GDC"	2.216	198	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	109929	51930	"C S"	" 349"		"CONTEMP ISSUES IN COMPUTER SCI"	"A"	"I"	"CLINE, A"	"clineak"	42	0	0	0	42	0	0	0	"LECTURE"	"FACEFACE"		"ETHLDSHP; WRITCRSE"	0				1	"TTH"	"2:00 pm"	"3:30 pm"	"JES"	"A303A"	40	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	109930	51935	"C S"	" 349"		"CONTEMP ISSUES IN COMPUTER SCI"	"A"	"I"	"RICH, E"	"richea"	41	0	0	0	41	0	0	0	"LECTURE"	"FACEFACE"		"ETHLDSHP; WRITCRSE"	0				1	"TTH"	"3:30 pm"	"5:00 pm"	"GDC"	4.302	48	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	115155	51938	"C S"	" 350C"		"ADVANCED COMP ARCHITECTURE"			"GHEITH, A"	"gheitha"	0	60	0	0	0	60	0	0	"LECTURE"	"FACEFACE"			0				1	"TTH"	"3:30 pm"	"5:00 pm"	"GDC"	5.302	62	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	109931	51940	"C S"	" 350F"		"OPERATING SYSTEMS"			"MOK, A"	"akmok"	40	37	0	0	40	37	0	0	"LECTURE"	"FACEFACE"			0				1	"TTH"	"2:00 pm"	"3:30 pm"	"GDC"	4.302	48	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	109934	51945	"C S"	" 354R"		"GAME TECHNOLOGY"			"FUSSELL, D"	"fussell"	41	38	0	0	41	38	0	0	"LECTURE"	"FACEFACE"			0				1	"MWF"	"10:00 am"	"11:00 am"	"GDC"	4.302	48	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	109935	51950	"C S"	" 354T"		"GAME DEV CAPSTONE: 3-D GAMES"			"TOPRAC, P"	"topracpk"	10	1	0	0	37	17	0	0	"LECTURE"	"FACEFACE"			8	"20715 ART  379S (RS); 21635 MUS  376J (RS); 25810 T D  354T (RS); 08463 RTF  344N (RS); 51950 C S  354T; 52017 C S  378 (RS); 08643 RTF  368 (RS); 21633 MUS  376J (RS); 25793 T D  354T (RS);"			2	"MF"	"12:30 pm"	"2:00 pm"	"GDC"	6.202	35	"X"		"W"	"6:00 pm"	"9:00 pm"	"GDC"	6.202	35	"X"							0																							"10/24/2014"	"sed737"	"#"
20152	109936	51955	"C S"	" 356"		"COMPUTER NETWORKS"			"QIU, L"	"lq225"	72	50	0	0	72	50	0	0	"LECTURE"	"FACEFACE"			0				1	"TTH"	"2:00 pm"	"3:30 pm"	"GDC"	1.304	81	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	109937	51960	"C S"	" 356R"		"INTRO TO WIRELESS NETWORKS"	"A"	"I"	"QIU, L"	"lq225"	57	0	0	0	57	0	0	0	"LECTURE"	"FACEFACE"			0				1	"TTH"	"2:00 pm"	"3:30 pm"	"GDC"	1.304	81	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	109938	51965	"C S"	" 361C"		"INFO ASSURANCE AND SECURITY"			"YOUNG, W"	"youngwd"	110	100	0	0	110	100	0	0	"LECTURE"	"FACEFACE"			0				1	"MWF"	"9:00 am"	"10:00 am"	"CLA"	0.13	129	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	109939	51970	"C S"	" 361S"		"NETWORK SECURITY AND PRIVACY"					47	45	0	0	47	45	0	0	"LECTURE"	"FACEFACE"			0				1	"TTH"	"11:00 am"	"12:30 pm"	"GDC"	5.302	62	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	109940	51975	"C S"	" 363D"		"INTRODUCTION TO DATA MINING"			"RAVIKUMAR, P"	"pkr286"	38	35	0	0	68	70	0	0	"LECTURE"	"FACEFACE"			1	"51975 C S  363D; 57460 SDS  358 (RS);"			1	"MW"	"3:30 pm"	"5:00 pm"	"GDC"	1.304	81	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	109941	51980	"C S"	" 370"		"UNDERGRAD READING AND RESEARCH"					16	25	0	0	16	25	0	0	"INDVIZED"	"FACEFACE"		"INDPINQY; WRITCRSE"	0				0						0								0								0			"A"																				"10/24/2014"	"NRNW0291"	"#"
20152	109942	51985	"C S"	" 370"		"UNDERGRAD READING AND RESEARCH"					23	25	0	0	23	25	0	0	"INDEPEND"	"FACEFACE"		"INDPINQY"	0				0						0								0								0			"A"																				"10/24/2014"	"NRNW0291"	"#"
20152	109944	51990	"C S"	" 371M"		"MOBILE COMPUTING"			"SCOTT, M"	"scottmd3"	43	30	0	0	43	30	0	0	"LECTURE"	"FACEFACE"			0				1	"MWF"	"2:00 pm"	"3:00 pm"	"GDC"	1.304	81	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	109946	52000	"C S"	" 373"		"SOFTWARE ENGINEERING"			"DOWNING, G"	"gpd"	35	25	0	0	35	25	0	0	"LECTURE"	"FACEFACE"		"WRITCRSE"	0				1	"MWF"	"1:00 pm"	"2:00 pm"	"GDC"	4.302	48	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	109947	51995	"C S"	" 373"		"SOFTWARE ENGINEERING"			"DOWNING, G"	"gpd"	72	25	0	0	72	25	0	0	"LECTURE"	"FACEFACE"		"WRITCRSE"	0				1	"MWF"	"10:00 am"	"11:00 am"	"CLA"	0.13	129	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	109949	52005	"C S"	" 373S"		"SOFTWARE DESIGN"			"BATORY, D"	"batory"	70	30	0	0	70	30	0	0	"LECTURE"	"FACEFACE"			0				1	"TTH"	"9:30 am"	"11:00 am"	"GDC"	1.304	81	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	109950	52010	"C S"	" 375"		"COMPILERS"			"NOVAK, G"	"gsn1"	69	70	0	0	69	70	0	0	"LECTURE"	"FACEFACE"			0				1	"TTH"	"12:30 pm"	"2:00 pm"	"GDC"	1.304	81	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	109952	52015	"C S"	" 178"		"LONGHORN STARTUP SEMINAR"			"BAER, J"	"jb54959"	28	99	0	0	51	198	0	0	"SEMINAR"	"FACEFACE"			1	"12805 E S  177 (RS); 52015 C S  178;"			1	"TH"	"7:00 pm"	"9:00 pm"	"GDC"	2.216	198	"X"							0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	115362	52017	"C S"	" 378"		"ADVANCED GAME DEVEL: 3-D GAMES"		"I"	"TOPRAC, P"	"topracpk"	0	0	0	0	37	17	0	0	"LECTURE"	"FACEFACE"		"INDPINQY"	8	"20715 ART  379S (RS); 21635 MUS  376J (RS); 25810 T D  354T (RS); 51950 C S  354T (RS); 08463 RTF  344N (RS); 08643 RTF  368 (RS); 21633 MUS  376J (RS); 25793 T D  354T (RS); 52017 C S  378;"			2	"MF"	"12:30 pm"	"2:00 pm"	"GDC"	6.202	35	"X"		"W"	"6:00 pm"	"9:00 pm"	"GDC"	6.202	35	"X"							0																		"A"					"10/24/2014"	"sed737"	"#"
20152	109953	52020	"C S"	" 378"		"AUTONOM INTELLGNT ROBTCS I-FRI"			"LEONETTI, M"	"ml39243"	32	36	0	0	32	36	0	0	"LECTURE"	"FACEFACE"		"INDPINQY"	0				1	"TTH"	"3:30 pm"	"5:00 pm"	"SAC"	5.102	38	"X"							0								0															"A"			"A"					"10/24/2014"	"NRNW0291"	"#"
20152	109954	52025	"C S"	" 378"		"COMP INTEL IN GAME RSCH-FRI"			"LEHMAN, J"	"jl53299"	33	35	0	0	33	35	0	0	"LECTURE"	"FACEFACE"		"INDPINQY"	0				1	"TTH"	"3:30 pm"	"5:00 pm"	"GDC"	6.202	35	"X"							0								0															"A"			"A"					"10/24/2014"	"NRNW0291"	"#"
20152	109955	52030	"C S"	" 378"		"COMPUTATIONAL EVOLUTION-FRI"			"COVERT, A"	"ac43497"	24	28	0	0	30	34	0	0	"LECTURE"	"FACEFACE"		"INDPINQY; QUANREAS"	1	"48585 BIO  321G (SSA); 52030 C S  378;"	48585		1	"M"	"4:00 pm"	"5:00 pm"	"GDC"	1.406	34	"X"							0								0												"A"						"A"					"10/24/2014"	"NRNW0291"	"#"
20152	109956	52035	"C S"	" 378"		"COSMIC DAWN-FRI"	"A"		"SHAPIRO, P"	"shapirop"	16	15	0	0	16	15	0	0	"LECTURE"	"FACEFACE"		"INDPINQY"	0				1	"MW"	"2:00 pm"	"3:00 pm"	"RLM"	7.116	52	"X"							0								0												"A"						"A"					"10/24/2014"	"NRNW0291"	"#"
20152	113955	52060	"C S"	" 378"		"INFORMATION SECURITY CAPSTONE"		"I"	"BEASLEY, C"	"weiland"	70	0	0	0	70	0	0	0	"LECTURE"	"FACEFACE"		"INDPINQY"	0				1	"TTH"	"12:30 pm"	"2:00 pm"	"JGB"	2.218	89	"X"							0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	109962	52070	"C S"	" 378"		"IOS MOBILE COMPUTING"			"WITCHEL, E"	"ew458"	30	30	0	0	30	30	0	0	"LECTURE"	"FACEFACE"		"INDPINQY"	0				1	"TTH"	"12:30 pm"	"2:00 pm"	"GDC"	4.302	48	"X"							0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	109958	52040	"C S"	" 378"		"LONGHORN STARTUP"		"I"	"METCALFE, R"	"rm39825"	9	0	0	0	16	8	0	0	"LECTURE"	"FACEFACE"		"INDPINQY"	2	"04585 MAN  337 (SSA); 12815 E S  377E (SSA); 52040 C S  378;"	12815		1	"TH"	"6:00 pm"	"9:00 pm"	"GDC"	2.216	198	"X"							0								0												"A"			"A"			"A"					"10/24/2014"	"NRNW0291"	"#"
20152	109959	52050	"C S"	" 378"		"MOBILE NEWS APP DESIGN"	"A"	"I"	"QUIGLEY, R"	"rjq78"	7	0	0	0	7	0	0	0	"LECTURE"	"FACEFACE"		"INDPINQY"	0				1	"MW"	"10:00 am"	"11:30 am"	"BMC"	3.208	26								0								0															"A"			"A"					"10/24/2014"	"NRNW0291"	"#"
20152	109960	52045	"C S"	" 378"		"MOBILE NEWS APP DESIGN"		"I"	"QUIGLEY, R"	"rjq78"	6	0	0	0	19	13	0	0	"LECTURE"	"FACEFACE"		"INDPINQY"	2	"07770 J  339G (SSA); 07955 J  395 (RS); 52045 C S  378;"	7770		1	"MW"	"10:00 am"	"11:30 am"	"BMC"	3.208	26								0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	115232	52052	"C S"	" 378"		"MODERN WEB APPLICATIONS"			"KULKARNI, D"	"dk22736"	0	60	0	0	0	60	0	0	"LECTURE"	"FACEFACE"		"INDPINQY"	0				1	"MW"	"6:00 pm"	"7:30 pm"	"CLA"	0.102	100	"X"							0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	115359	52053	"C S"	" 378"		"PRINCIPLES OF INTERACTION DSGN"		"I"	"BROUSSARD, R"	"rlb2844"	0	15	0	0	14	24	0	0	"LECTURE"	"FACEFACE"		"INDPINQY"	2	"27685 INF  350E (SSA); 19627 F A  360 (SSA); 52053 C S  378;"	52053		1	"TTH"	"9:30 am"	"11:00 am"	"GDC"	2.506	27								0								0			"A"															"A"					"10/24/2014"	"NRNW0291"	"#"
20152	113956	52055	"C S"	" 378"		"PROGRAMMING FOR PERFORMANCE"			"PINGALI, K"	"kkp292"	48	43	0	0	48	43	0	0	"LECTURE"	"FACEFACE"		"INDPINQY"	0				1	"MW"	"11:00 am"	"12:30 pm"	"GDC"	4.304	48	"X"							0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	115374	52064	"C S"	" 378"		"UNDERGRAD READING AND RSCH-FRI"			"LIN, C"	"lin"	0	15	0	0	0	15	0	0	"LECTURE"	"FACEFACE"		"INDPINQY"	0				1	"TTH"	"2:00 pm"	"3:30 pm"	"GDC"	5.516	18								0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	114318	52065	"C S"	" 378"		"UNDERGRAD TPCS IN COMPUTER SCI"	"A"	"I"	"SINAPOV, J"	"js82936"	0	0	0	0	0	0	0	0	"LECTURE"	"FACEFACE"		"INDPINQY"	0				1	"MW"	"11:00 am"	"12:30 pm"	"JGB"	2.218	89	"X"							0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	109965	52075	"C S"	" 178H"		"INTRO TO COMP SCI RSCH-HONORS"			"ALVISI, L"	"alvisi"	62	41	0	0	62	41	0	0	"SEMINAR"	"FACEFACE"			0				1	"W"	"1:00 pm"	"2:00 pm"	"GAR"	1.126	46	"X"							0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	113965	52080	"C S"	" 378H"		"POLICY & THE NEW TECHNOLOGIST"			"PRESS, W"	"whp273"	1	20	0	0	1	20	0	0	"LECTURE"	"FACEFACE"		"WRITCRSE"	0				2	"M"	"1:00 pm"	"2:00 pm"	"GDC"	5.302	62	"X"		"W"	"1:00 pm"	"3:00 pm"	"GDC"	5.302	62	"X"							0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	109966	52085	"C S"	" 379H"		"COMPUTER SCIENCE HONORS THESIS"					9	999	0	0	9	999	0	0	"THESIS"	"FACEFACE"		"INDPINQY; WRITCRSE"	0				0						0								0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	109967	52090	"C S"	" 380C"		"COMPILERS"			"LIN, C"	"lin"	21	22	0	0	21	22	0	0	"LECTURE"	"FACEFACE"			0				1	"MW"	"2:00 pm"	"3:30 pm"	"GDC"	2.41	28	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	113954	52095	"C S"	" 380D"		"DISTRIBUTED COMPUTING I"			"ALVISI, L"	"alvisi"	30	25	0	0	30	25	0	0	"LECTURE"	"FACEFACE"			0				1	"MW"	"5:00 pm"	"6:30 pm"	"GDC"	4.302	48	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	113957	52100	"C S"	" 384G"		"COMPUTER GRAPHICS"			"FUSSELL, D"	"fussell"	35	30	0	0	35	30	0	0	"LECTURE"	"FACEFACE"			0				1	"MWF"	"11:00 am"	"12:00 noon"	"GDC"	4.302	48	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	115123	52103	"C S"	" 386D"		"DATABASE SYSTEMS"			"MIRANKER, D"	"miranker"	0	20	0	0	0	20	0	0	"LECTURE"	"FACEFACE"			0				1	"M"	"9:00 am"	"12:00 noon"	"GDC"	5.304	24	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	109970	52105	"C S"	" 386L"		"PROGRAMMING LANGUAGES"			"COOK, W"	"wrc225"	15	30	0	0	15	30	0	0	"LECTURE"	"FACEFACE"			0				1	"TTH"	"9:30 am"	"11:00 am"	"GAR"	2.112	36	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	109971	52110	"C S"	" 388"		"NATURAL LANGUAGE PROCESSING"			"MOONEY, R"	"mooneyrj"	42	48	0	0	42	48	0	0	"SEMINAR"	"FACEFACE"			0				1	"MW"	"2:00 pm"	"3:30 pm"	"GDC"	4.304	48	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	109973	52115	"C S"	" 388L"		"INTRO TO MATHEMATICAL LOGIC"			"LIFSCHITZ, V"	"vl1947"	44	50	0	0	44	50	0	0	"LECTURE"	"FACEFACE"			0				1	"TTH"	"3:30 pm"	"5:00 pm"	"GDC"	4.304	48	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	113958	52120	"C S"	" 389R"		"RECURSION AND INDUCTION I"			"HUNT, W"	"huntwa"	15	15	0	0	15	15	0	0	"LECTURE"	"FACEFACE"			0				1	"MW"	"4:30 pm"	"6:30 pm"	"GDC"	7.514	18								0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	109976	52125	"C S"	" 391L"		"MACHINE LEARNING"			"BALLARD, D"	"dhb275"	33	45	0	0	33	45	0	0	"LECTURE"	"FACEFACE"			0				1	"MW"	"9:30 am"	"11:00 am"	"GDC"	4.304	48	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	109977	52130	"C S"	" 195"		"CONFERENCE COURSE"		"I"			1	999	0	0	1	999	0	0	"INDEPEND"	"FACEFACE"			0				0						0								0								0														"A"				"A"					"10/24/2014"	"NRNW0291"	"#"
20152	109979	52135	"C S"	" 195"		"PRACTICUM IN COMP SCI APPLICS"			"ALVISI, L"	"alvisi"	1	50	0	0	1	50	0	0	"SEMINAR"	"FACEFACE"			0				0						0								0								0														"A"				"A"					"10/24/2014"	"NRNW0291"	"#"
20152	109980	52140	"C S"	" 295"		"CONFERENCE COURSE"		"I"			2	999	0	0	2	999	0	0	"INDEPEND"	"FACEFACE"			0				0						0								0								0														"A"				"A"					"10/24/2014"	"NRNW0291"	"#"
20152	109982	52145	"C S"	" 395"		"CONFERENCE COURSE"		"I"			255	990	0	0	255	990	0	0	"INDEPEND"	"FACEFACE"			0				0						0								0								0														"A"				"A"					"10/24/2014"	"NRNW0291"	"#"
20152	109989	52150	"C S"	" 395T"		"AUTOMATED LOGICAL REASONING"			"DILLIG, I"	"id3337"	40	40	0	0	40	40	0	0	"LECTURE"	"FACEFACE"			0				1	"TTH"	"2:00 pm"	"3:30 pm"	"GDC"	4.304	48	"X"							0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	109984	52155	"C S"	" 395T"		"COMP STAT APPL TO BIOINFMATICS"			"BAJAJ, C"	"bajaj"	9	35	0	0	15	45	0	0	"LECTURE"	"FACEFACE"			1	"52155 C S  395T; 63970 CSE  383M (SSA);"	52155		1	"TTH"	"9:30 am"	"11:00 am"	"GDC"	4.304	48	"X"							0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	109985	52160	"C S"	" 395T"		"HUMAN COMPUT AND CROWDSOURCING"	"A"		"LEASE, M"	"leasema1"	3	5	0	0	14	22	0	0	"LECTURE"	"FACEFACE"			1	"27805 INF  385T (SSA); 52160 C S  395T;"	27805		1	"F"	"1:00 pm"	"4:00 pm"	"UTA"	1.204	22								0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	109986	52165	"C S"	" 395T"		"PARALLEL ALGORS SCIENTFC COMP"			"BIROS, G"	"gb3944"	11	13	0	0	26	35	0	0	"LECTURE"	"FACEFACE"			1	"52165 C S  395T; 64025 CSE  392 (SSA);"	64025		1	"TTH"	"9:30 am"	"11:00 am"	"JES"	"A215A"	35	"X"							0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	109988	52170	"C S"	" 395T"		"SEMNTC WEB/ONTOLS/CLOUD DBASES"	"A"		"MIRANKER, D"	"miranker"	7	28	0	0	7	28	0	0	"LECTURE"	"FACEFACE"			0				1	"M"	"3:30 pm"	"6:30 pm"	"GDC"	6.202	35	"X"							0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	109990	52175	"C S"	" 395T"		"TOPICS IN COMPUTER SCIENCE"	"A"	"I"	"DILLIG, T"	"twd454"	35	35	0	0	35	35	0	0	"LECTURE"	"FACEFACE"			0				1	"TTH"	"12:30 pm"	"2:00 pm"	"GDC"	6.202	35	"X"							0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	109992	52180	"C S"	" 396M"		"ADVANCED NETWORKING PROTOCOLS"			"LAM, S"	"slam"	18	26	0	0	18	26	0	0	"LECTURE"	"FACEFACE"			0				1	"MW"	"3:30 pm"	"5:00 pm"	"GDC"	4.302	48	"X"							0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	109993	52185	"C S"	" 698A"		"THESIS"					1	999	0	0	1	999	0	0	"THESIS"	"FACEFACE"			0				0						0								0								0			"A"											"A"									"10/24/2014"	"NRNW0291"	"#"
20152	109994	52190	"C S"	" 698B"		"THESIS"					5	999	0	0	5	999	0	0	"THESIS"	"FACEFACE"			0				0						0								0								0														"A"									"10/24/2014"	"NRNW0291"	"#"
20152	109996	52195	"C S"	" 399R"		"DISSERTATION"					0	999	0	0	0	999	0	0	"DISSERT"	"FACEFACE"			0				0						0								0								0														"A"									"10/24/2014"	"NRNW0291"	"#"
20152	109997	52200	"C S"	" 699R"		"DISSERTATION"					1	999	0	0	1	999	0	0	"DISSERT"	"FACEFACE"			0				0						0								0								0														"A"									"10/24/2014"	"NRNW0291"	"#"
20152	109998	52205	"C S"	" 999R"		"DISSERTATION"					10	999	0	0	10	999	0	0	"DISSERT"	"FACEFACE"			0				0						0								0								0														"A"									"10/24/2014"	"NRNW0291"	"#"
20152	109999	52210	"C S"	" 399W"		"DISSERTATION"					6	999	0	0	6	999	0	0	"DISSERT"	"FACEFACE"			0				0						0								0								0														"A"									"10/24/2014"	"NRNW0291"	"#"
20152	110000	52215	"C S"	" 699W"		"DISSERTATION"					4	999	0	0	4	999	0	0	"DISSERT"	"FACEFACE"			0				0						0								0								0														"A"									"10/24/2014"	"NRNW0291"	"#"
20152	110001	52220	"C S"	" 999W"		"DISSERTATION"					18	999	0	0	18	999	0	0	"DISSERT"	"FACEFACE"			0				0						0								0								0														"A"									"10/24/2014"	"NRNW0291"	"#"
